DAIRA,COMMUNE,FORET,DATE_DECL,HEURE_DECL,DATE_INT,HEURE_INT,DATE_EXT,HEURE_EXT,ESSENCE,TOT_FORET,TOT_MAQUIS,TOT_BROUSSAILLES,SURF_TOTAL,CAUSE,SIGNALE,ORGANISMES,DEGATS,DECL_YEAR,DECL_MONTH,DECL_DAY,INT_YEAR,INT_MONTH,INT_DAY,EXT_YEAR,EXT_MONTH,EXT_DAY,DECL_HOUR,INT_HOUR,EXT_HOUR,METEO_TEMP,METEO_VENTE_VITESSE,METEO_VENTE_DIRECTION,LOCATION_NAME,LONGITUDE,LATITUDE
HAMMAM DEBAGH,HAMMAM DEBAGH,EL BATTOUM,2014-08-30 00:00:00,1899-12-31 14:10:00,2014-08-30 00:00:00,1899-12-31 14:30:00,2014-08-30 00:00:00,1899-12-31 18:00:00,MAQ,0,0.25,0,0.25,INC,PV,SF+PC+EMPS,5000,2014,8,30,2014,8,30,2014,8,30,14,14,18,35,28,S+SE,Hammam Meskhoutine N° 53,7.278,36.462
HELIOPOLIS,BOUATI MAHMOUD,KEF SIDI ALI EL ARIANE,2014-08-30 00:00:00,1899-12-31 13:20:00,2014-08-30 00:00:00,1899-12-31 14:00:00,2014-08-30 00:00:00,1899-12-31 15:00:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EMPS,10000,2014,8,30,2014,8,30,2014,8,30,13,14,15,35,28,S+SE,Azzaba NJ-32-II-3 EST,7.601,36.412
HAMMAM DEBAGH,ROKNIA,EL BRAIMA,2014-08-31 00:00:00,1899-12-31 13:05:00,2014-08-31 00:00:00,1899-12-31 13:55:00,2014-08-31 00:00:00,1899-12-31 17:25:00,CL,0.5,0,0,0.5,INC,PV,SF+PC+EMPS,200000,2014,8,31,2014,8,31,2014,8,31,13,13,17,35,39,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
HAMMAM DEBAGH,BOUHAMDANE,MERMOURA,2014-09-03 00:00:00,1899-12-31 09:40:00,2014-09-03 00:00:00,1899-12-31 10:10:00,2014-09-03 00:00:00,1899-12-31 23:00:00,CL+MAQ,5,5,0,10,INC,BM,SF+PC+EMPS,2100000,2014,9,3,2014,9,3,2014,9,3,9,10,23,34.5,29,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM N'BAIL,OUED CHEHAM,FROUJA,2014-09-04 00:00:00,1899-12-31 10:45:00,2014-09-04 00:00:00,1899-12-31 10:50:00,2014-09-06 00:00:00,1899-12-31 11:15:00,CL,3,0,0,3,INC,BM,SF+PC+EMPS,1200000,2014,9,4,2014,9,4,2014,9,6,10,10,11,35,26,S+SE,Google Earth,7.454,36.287
HAMMAM DEBAGH,ROKNIA,BOUFERTOUT,2014-09-05 00:00:00,1899-12-31 11:35:00,2014-09-05 00:00:00,1899-12-31 11:50:00,2014-09-05 00:00:00,1899-12-31 17:29:00,MAQ,0,1,0,1,INC,PV,SF+EMPS,20000,2014,9,5,2014,9,5,2014,9,5,11,11,17,34.5,28,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
BOUCHEGOUF,AIN BEN BEIDA,SIDI NASSER,2014-09-06 00:00:00,1899-12-31 15:20:00,2014-09-06 00:00:00,1899-12-31 15:30:00,2014-09-06 00:00:00,1899-12-31 18:30:00,CL,0.5,0,0,0.5,INC,PV,SF+PC+EMPS,200000,2014,9,6,2014,9,6,2014,9,6,15,15,18,33.5,29,S+SE,Google Earth,7.6953,36.6177
HAMMAM DEBAGH,BOUHAMDANE,REB. BARRAGE,2014-09-06 00:00:00,1899-12-31 14:00:00,2014-09-06 00:00:00,1899-12-31 14:20:00,2014-09-06 00:00:00,1899-12-31 16:00:00,CYP,0.5,0,0,0.5,INC,PV,SF+PC+EMPS,200000,2014,9,6,2014,9,6,2014,9,6,14,14,16,33.5,29,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,DJ MARMOURA,2014-09-07 00:00:00,1899-12-31 14:00:00,2014-09-07 00:00:00,1899-12-31 14:30:00,2014-09-07 00:00:00,1899-12-31 23:00:00,CL,5,0,0,5,INC,PV,SF+PC+EMPS,2000000,2014,9,7,2014,9,7,2014,9,7,14,14,23,37.5,28,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
GUELAAT BOU SBAA,NECHMAYA,AIN RIHANA,2014-09-12 00:00:00,1899-12-31 14:15:00,2014-09-12 00:00:00,1899-12-31 14:40:00,2014-09-12 00:00:00,1899-12-31 18:00:00,BRS,0,0,4,4,INC,PV,SF+EMPS,40000,2014,9,12,2014,9,12,2014,9,12,14,14,18,35,34,S+SE,Deraane NJ-32-II-4 OUEST,7.512,36.612
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2014-09-12 00:00:00,1899-12-31 16:00:00,2014-09-12 00:00:00,1899-12-31 16:30:00,2014-09-12 00:00:00,1899-12-31 18:30:00,MAQ,0,1,0,1,INC,PV,SF+PC+EMPS,20000,2014,9,12,2014,9,12,2014,9,12,16,16,18,35,34,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2014-09-13 00:00:00,1899-12-31 12:30:00,2014-09-13 00:00:00,1899-12-31 12:55:00,2014-09-13 00:00:00,1899-12-31 16:30:00,MAQ,0,1,0,1,INC,PV,SF+PC+EMPS,20000,2014,9,13,2014,9,13,2014,9,13,12,12,16,34.5,34,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2014-09-14 00:00:00,1899-12-31 12:10:00,2014-09-14 00:00:00,1899-12-31 12:50:00,2014-09-14 00:00:00,1899-12-31 15:30:00,MAQ,0,0.5,0,0.5,INC,PV,SF+EMPS,10000,2014,9,14,2014,9,14,2014,9,14,12,12,15,38,28,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,ROKNIA,BOUHALOUFA,2014-09-14 00:00:00,1899-12-31 12:40:00,2014-09-14 00:00:00,1899-12-31 16:30:00,2014-09-14 00:00:00,1899-12-31 23:30:00,CL+CZ,10,0,0,10,INC,PV,SF+PC+EMPS,4000000,2014,9,14,2014,9,14,2014,9,14,12,16,23,38,28,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
GUELAAT BOU SBAA,BENI MEZLINE,BENI AHMED,2014-09-16 00:00:00,1899-12-31 11:00:00,2014-09-16 00:00:00,1899-12-31 11:30:00,2014-09-16 00:00:00,1899-12-31 20:30:00,CL+EUC+MAQ,14,6,0,20,INC,PV,SF+PC+EMPS+EAPC,5720000,2014,9,16,2014,9,16,2014,9,16,11,11,20,39,28,S+SE,Deraane NJ-32-II-4 OUEST,7.522,36.504
BOUCHEGOUF,BOUCHEGOUF,TAFER,2014-09-16 00:00:00,1899-12-31 10:37:00,2014-09-16 00:00:00,1899-12-31 10:55:00,2014-09-16 00:00:00,1899-12-31 17:45:00,BRS,0,0,1,1,INC,PV,SF+PC+EMPS,10000,2014,9,16,2014,9,16,2014,9,16,10,10,17,39,28,S+SE,Google Earth,7.728,36.468
HAMMAM DEBAGH,ROKNIA,DJEFINA,2014-09-16 00:00:00,1899-12-31 12:00:00,2014-09-16 00:00:00,1899-12-31 12:40:00,2014-09-16 00:00:00,1899-12-31 18:00:00,BRS,0,0,1,1,INC,PV,SF+EMPS,10000,2014,9,16,2014,9,16,2014,9,16,12,12,18,39,28,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,2014-09-17 00:00:00,1899-12-31 15:15:00,2014-09-17 00:00:00,1899-12-31 15:50:00,2014-09-17 00:00:00,1899-12-31 17:30:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EMPS,10000,2014,9,17,2014,9,17,2014,9,17,15,15,17,39.5,37,S+SE,Google Earth,7.756,36.585
BOUCHEGOUF,BOUCHEGOUF,AIN EL BAGRAT,2014-09-17 00:00:00,1899-12-31 15:17:00,2014-09-17 00:00:00,1899-12-31 15:50:00,2014-09-17 00:00:00,1899-12-31 17:56:00,CL+MAQ,0.5,3,0,3.5,INC,PV,SF+PC+EMPS,260000,2014,9,17,2014,9,17,2014,9,17,15,15,17,39.5,37,S+SE,Google Earth,7.728,36.468
BOUCHEGOUF,BOUCHEGOUF,EL BRAIDIA,2014-09-18 00:00:00,1899-12-31 12:40:00,2014-09-18 00:00:00,1899-12-31 12:50:00,2014-09-20 00:00:00,1899-12-31 13:00:00,CL+CZ,7,0,0,7,INC,PV,SF+PC+EMPS,2800000,2014,9,18,2014,9,18,2014,9,20,12,12,13,37,28,S+SE,Google Earth,7.728,36.468
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,2014-09-18 00:00:00,1899-12-31 15:30:00,2014-09-18 00:00:00,1899-12-31 15:59:00,2014-09-18 00:00:00,1899-12-31 18:00:00,CL+EUC,2,0,0,2,INC,PV,SF+PC+EMPS,800000,2014,9,18,2014,9,18,2014,9,18,15,15,18,37,28,S+SE,Google Earth,7.756,36.585
BOUCHEGOUF,BOUCHEGOUF,EL DAMOUS,2014-09-20 00:00:00,1899-12-31 13:50:00,2014-09-20 00:00:00,1899-12-31 14:12:00,2014-09-20 00:00:00,1899-12-31 17:20:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EMPS,10000,2014,9,20,2014,9,20,2014,9,20,13,14,17,39.5,22,S+SE,Google Earth,7.728,36.468
BOUCHEGOUF,BOUCHEGOUF,FAIDH BIDAH,2014-09-20 00:00:00,1899-12-31 13:50:00,2014-09-20 00:00:00,1899-12-31 14:20:00,2014-09-20 00:00:00,1899-12-31 17:20:00,CL,2,0,0,2,INC,BM,SF+PC+EMPS,800000,2014,9,20,2014,9,20,2014,9,20,13,14,17,39.5,22,S+SE,Google Earth,7.728,36.468
BOUCHEGOUF,BOUCHEGOUF,AIN EL MADJENE,2014-09-20 00:00:00,1899-12-31 22:30:00,2014-09-21 00:00:00,1899-12-31 04:20:00,2014-09-21 00:00:00,1899-12-31 18:00:00,CL,11,0,0,11,INC,PV,SF+PC+EMPS,4400000,2014,9,20,2014,9,21,2014,9,21,22,4,18,39.5,22,S+SE,Google Earth,7.728,36.468
HELIOPOLIS,HELIOPOLIS,DJ BEZZIOUNE,2014-09-24 00:00:00,1899-12-31 13:55:00,2014-09-24 00:00:00,1899-12-31 14:30:00,2014-09-24 00:00:00,1899-12-31 17:05:00,BRS,0,0,3,3,INC,PV,SF+PC+EMPS,30000,2014,9,24,2014,9,24,2014,9,24,13,14,17,35.5,24,S+SE,Guelma N° 54,7.442,36.503
HAMMAM DEBAGH,ROKNIA,GUENDOULA,2014-10-01 00:00:00,1899-12-31 09:15:00,2014-10-01 00:00:00,1899-12-31 09:20:00,2014-10-01 00:00:00,1899-12-31 15:30:00,CL,1,0,0,1,INC,PV,SF+PC,400000,2014,10,1,2014,10,1,2014,10,1,9,9,15,35.5,32,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
BOUCHEGOUF,MEDJEZ SFA,EL MRIHL,2014-10-09 00:00:00,1899-12-31 12:45:00,2014-10-09 00:00:00,1899-12-31 13:10:00,2014-10-09 00:00:00,1899-12-31 16:58:00,EUC,1,0,0,1,INC,PV,SF+PC+EMPS,400000,2014,10,9,2014,10,9,2014,10,9,12,13,16,38,28,S+SE,Google Earth,7.756,36.585
HAMMAM DEBAGH,BOUHAMDANE,BENI AHMED,2014-10-10 00:00:00,1899-12-31 13:50:00,2014-10-10 00:00:00,1899-12-31 13:55:00,2014-10-10 00:00:00,1899-12-31 17:10:00,CL,5,0,0,5,INC,PV,SF+PC+DW,2000000,2014,10,10,2014,10,10,2014,10,10,13,13,17,37,24,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2014-10-12 00:00:00,1899-12-31 17:00:00,2014-10-12 00:00:00,1899-12-31 17:10:00,2014-10-12 00:00:00,1899-12-31 22:00:00,CL,1,0,0,1,INC,PV,SF+PC+DW,400000,2014,10,12,2014,10,12,2014,10,12,17,17,22,38,21,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,MECHTAT LAHOUAMRA,2014-10-21 00:00:00,1899-12-31 11:35:00,2014-10-21 00:00:00,1899-12-31 11:45:00,2014-10-21 00:00:00,1899-12-31 17:20:00,MAQ,0,2,0,2,INC,PV,SF+PC+EMPS,40000,2014,10,21,2014,10,21,2014,10,21,11,11,17,31,28,S+SE,Oued Zenati N° 75,7.311,36.362
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,2015-08-06 00:00:00,1899-12-31 16:00:00,2015-08-06 00:00:00,1899-12-31 16:15:00,2015-08-06 00:00:00,1899-12-31 16:45:00,MAQ,0,0.25,0,0.25,INC,PV,SF+PC,5000,2015,8,6,2015,8,6,2015,8,6,16,16,16,39.7,20,N,Hammam Meskhoutine N° 53,7.278,36.462
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2015-08-07 00:00:00,1899-12-31 11:20:00,2015-08-07 00:00:00,1899-12-31 11:30:00,2015-08-08 00:00:00,1899-12-31 10:30:00,CL+MAQ,4.5,5.5,0,10,INC,PV,SF+PC+EMPS,1910000,2015,8,7,2015,8,7,2015,8,8,11,11,10,39.5,20,N+E,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,2015-08-07 00:00:00,1899-12-31 12:30:00,2015-08-07 00:00:00,1899-12-31 13:00:00,2015-08-07 00:00:00,1899-12-31 18:50:00,BRS,0,0,3,3,INC,PV,PC,30000,2015,8,7,2015,8,7,2015,8,7,12,13,18,39.5,20,N+E,Hammam Meskhoutine N° 53,7.278,36.462
HAMMAM DEBAGH,ROKNIA,AIN NEMCHA,2015-08-07 00:00:00,1899-12-31 12:35:00,2015-08-07 00:00:00,1899-12-31 13:00:00,2015-08-07 00:00:00,1899-12-31 14:10:00,MAQ,0,0.5,0,0.5,INC,PV,SF+EMPS,10000,2015,8,7,2015,8,7,2015,8,7,12,13,14,39.5,20,N+E,Hammam Meskhoutine N° 53,7.356,36.536
HAMMAM DEBAGH,BOUHAMDANE,FELLAH,2015-08-10 00:00:00,1899-12-31 16:45:00,2015-08-10 00:00:00,1899-12-31 17:00:00,2015-08-10 00:00:00,1899-12-31 20:00:00,MAQ+BRS,0,1,1,2,INC,BM,SF+PC+EMPS,30000,2015,8,10,2015,8,10,2015,8,10,16,17,20,35.4,15,O,Hammam Meskhoutine N° 53,7.311,36.362
OUED ZENATI,BORDJ SABAT,HADJAR EL MENCHAR,2015-08-12 00:00:00,1899-12-31 14:45:00,2015-08-12 00:00:00,1899-12-31 14:45:00,2015-08-12 00:00:00,1899-12-31 16:50:00,MAQ,0,1,0,1,INC,BM,SF+EMPS,20000,2015,8,12,2015,8,12,2015,8,12,14,14,16,35,20,N+E,Google Earth,7.318,36.329
HELIOPOLIS,BOUATI MAHMOUD,KEF SIDI ALI EL ARIANE,2015-08-13 00:00:00,1899-12-31 14:30:00,2015-08-13 00:00:00,1899-12-31 15:00:00,2015-08-13 00:00:00,1899-12-31 16:15:00,CL,1,0,0,1,INC,PV,SF+PC+EMPS,400000,2015,8,13,2015,8,13,2015,8,13,14,15,16,37.9,20,N+E,Azzaba NJ-32-II-3 EST,7.601,36.412
BOUCHEGOUF,MEDJEZ SFA,EL REHAB,2015-09-01 00:00:00,1899-12-31 11:00:00,2015-09-01 00:00:00,1899-12-31 11:15:00,2015-09-01 00:00:00,1899-12-31 13:00:00,CL,0.5,0,0,0.5,INC,PV,SF+PC+EMPS,200000,2015,9,1,2015,9,1,2015,9,1,11,11,13,30,11,S+O,Google Earth,7.756,36.585
HAMMAM DEBAGH,BOUHAMDANE,DJ MARMOURA,2015-10-19 00:00:00,1899-12-31 15:00:00,2015-10-19 00:00:00,1899-12-31 17:00:00,2015-10-19 00:00:00,1899-12-31 17:00:00,MAQ,0,1,0,1,INC,PV,SF+PC,20000,2015,10,19,2015,10,19,2015,10,19,15,17,17,34,7,N+E,Hammam Meskhoutine N° 53,7.311,36.362
GUELMA,BENDJERRAH,MECHTAT SAID,2016-07-09 00:00:00,1899-12-31 10:30:00,2016-07-09 00:00:00,1899-12-31 11:00:00,2016-07-09 00:00:00,1899-12-31 12:10:00,MAQ+BRS,0,0.5,0.5,1,INC,PV,PC,15000,2016,7,9,2016,7,9,2016,7,9,10,11,12,42,24,N+E,Guelma EST NJ-32-II-5,7.284,36.531
HAMMAM N'BAIL,OUED CHEHAM,TAGTAGA,2016-07-21 00:00:00,1899-12-31 12:00:00,2016-07-21 00:00:00,1899-12-31 12:20:00,2016-07-21 00:00:00,1899-12-31 16:00:00,MAQ,0,2,0,2,INC,BM,PC+DW,40000,2016,7,21,2016,7,21,2016,7,21,12,12,16,40,24,S+O,Google Earth,7.454,36.287
BOUCHEGOUF,MEDJEZ SFA,AIN TAHMAMINE,2016-07-22 00:00:00,1899-12-31 08:55:00,2016-07-22 00:00:00,1899-12-31 09:20:00,2016-07-22 00:00:00,1899-12-31 16:30:00,MAQ+BRS,0,2,4,6,INC,BM,PC,80000,2016,7,22,2016,7,22,2016,7,22,8,9,16,44,32,S+O,Google Earth,7.756,36.585
HAMMAM N'BAIL,OUED CHEHAM,TAGTAGA,2016-07-22 00:00:00,1899-12-31 08:55:00,2016-07-22 00:00:00,1899-12-31 09:30:00,2016-07-22 00:00:00,1899-12-31 16:30:00,MAQ+BRS,0,1,5,6,INC,BM,PC,70000,2016,7,22,2016,7,22,2016,7,22,8,9,16,44,32,S+O,Google Earth,7.454,36.287
HAMMAM DEBAGH,ROKNIA,DJEFINA,2016-07-22 00:00:00,1899-12-31 12:05:00,2016-07-22 00:00:00,1899-12-31 12:20:00,2016-07-22 00:00:00,1899-12-31 18:00:00,MAQ,0,8,0,8,INC,PV,PC,160000,2016,7,22,2016,7,22,2016,7,22,12,12,18,44,32,S+O,Hammam Meskhoutine 53,7.356,36.536
GUELAAT BOU SBAA,NECHMAYA,CHAABET RAMOUL,2016-07-22 00:00:00,1899-12-31 12:30:00,2016-07-22 00:00:00,1899-12-31 12:45:00,2016-07-22 00:00:00,1899-12-31 18:30:00,CL+MAQ,1,6,0,7,INC,PV,EMPS+POP,520000,2016,7,22,2016,7,22,2016,7,22,12,12,18,44,32,S+O,Azzaba EST NJ-32-II-3,7.512,36.612
GUELAAT BOU SBAA,BENI MEZLINE,GHENADJI,2016-07-22 00:00:00,1899-12-31 14:50:00,2016-07-22 00:00:00,1899-12-31 15:10:00,2016-07-22 00:00:00,1899-12-31 18:00:00,MAQ,0,8,0,8,INC,PV,PC+DW,160000,2016,7,22,2016,7,22,2016,7,22,14,15,18,44,32,S+O,Souk Ahras OUEST NJ-32-II-6,7.522,36.504
HELIOPOLIS,BOUATI MAHMOUD,LAAOUISSIA,2016-07-22 00:00:00,1899-12-31 14:15:00,2016-07-22 00:00:00,1899-12-31 14:40:00,2016-07-22 00:00:00,1899-12-31 18:00:00,MAQ,0,0.25,0,0.25,INC,PV,PC,5000,2016,7,22,2016,7,22,2016,7,22,14,14,18,44,32,S+O,Azzaba EST NJ-32-II-3,7.601,36.412
HAMMAM DEBAGH,ROKNIA,DJEFINA,2016-07-22 00:00:00,1899-12-31 15:51:00,2016-07-22 00:00:00,1899-12-31 16:15:00,2016-07-22 00:00:00,1899-12-31 18:30:00,MAQ,0,4,0,4,INC,BM,PC,80000,2016,7,22,2016,7,22,2016,7,22,15,16,18,44,32,S+O,Hammam Meskhoutine 53,7.356,36.536
AIN MAKHLOUF,AIN LARBI,MECHTAT SAMOUDI,2016-07-29 00:00:00,1899-12-31 11:50:00,2016-07-29 00:00:00,1899-12-31 14:00:00,2016-07-30 00:00:00,1899-12-31 16:00:00,MAQ,0,8,0,8,INC,PV,PC+POP+DW,160000,2016,7,29,2016,7,29,2016,7,30,11,14,16,38,24,N+E,Guelma EST NJ-32-II-5,7.392,36.232
BOUCHEGOUF,MEDJEZ SFA,ZÉZOUA,2016-07-30 00:00:00,1899-12-31 13:50:00,2016-07-30 00:00:00,1899-12-31 14:20:00,2016-07-30 00:00:00,1899-12-31 17:50:00,MAQ,0,1,0,1,INC,BM,PC,20000,2016,7,30,2016,7,30,2016,7,30,13,14,17,41,32,N+E,Google Earth,7.756,36.585
BOUCHEGOUF,MEDJEZ SFA,EL MEGFEL,2016-07-30 00:00:00,1899-12-31 14:00:00,2016-07-30 00:00:00,1899-12-31 14:20:00,2016-07-30 00:00:00,1899-12-31 17:00:00,CL,2,0,0,2,INC,BM,PC,800000,2016,7,30,2016,7,30,2016,7,30,14,14,17,41,32,N+E,Google Earth,7.756,36.585
GUELMA,BENDJERRAH,BEREBAANE,2016-07-30 00:00:00,1899-12-31 15:00:00,2016-07-30 00:00:00,1899-12-31 15:50:00,2016-07-30 00:00:00,1899-12-31 17:00:00,MAQ,0,4,0,4,INC,PV,POP,80000,2016,7,30,2016,7,30,2016,7,30,15,15,17,41,32,N+E,Guelma EST NJ-32-II-5,7.284,36.531
HAMMAM N'BAIL,HAMMAM N'BAILS,ESSOUIG,2016-08-04 00:00:00,1899-12-31 09:50:00,2016-08-04 00:00:00,1899-12-31 10:20:00,2016-08-04 00:00:00,1899-12-31 16:50:00,CV,3.5,0,0,3.5,INC,BM,PC,1400000,2016,8,4,2016,8,4,2016,8,4,9,10,16,38,22,N+E,Google Earth,7.122,36.334
HAMMAM DEBAGH,ROKNIA,LEKHOUARNA,2016-08-04 00:00:00,1899-12-31 16:15:00,2016-08-04 00:00:00,1899-12-31 16:30:00,2016-08-04 00:00:00,1899-12-31 18:30:00,MAQ,0,4,0,4,INC,PV,PC+EMPS,80000,2016,8,4,2016,8,4,2016,8,4,16,16,18,38,22,N+E,Azzaba EST NJ-32-II-3,7.356,36.536
AIN HESSAINIA,MEDJEZ AMAR,EL AARARA,2016-08-08 00:00:00,1899-12-31 11:51:00,2016-08-08 00:00:00,1899-12-31 12:15:00,2016-08-08 00:00:00,1899-12-31 13:20:00,BRS,0,0,1,1,INC,PV,PC+EMPS,10000,2016,8,8,2016,8,8,2016,8,8,11,12,13,32,37,N+E,Hammam Meskhoutine 53,7.215,36.447
HAMMAM N'BAIL,OUED CHEHAM,EL KHELOUA,2016-08-18 00:00:00,1899-12-31 15:40:00,2016-08-18 00:00:00,1899-12-31 16:00:00,2016-08-19 00:00:00,1899-12-31 09:00:00,CL,7,0,0,7,INC,BM,PC,2800000,2016,8,18,2016,8,18,2016,8,19,15,16,9,38,24,N+E,Google Earth,7.454,36.287
HAMMAM DEBAGH,ROKNIA,MENCHAR,2016-08-20 00:00:00,1899-12-31 10:10:00,2016-08-20 00:00:00,1899-12-31 10:30:00,2016-08-20 00:00:00,1899-12-31 18:00:00,MAQ,0,2,0,2,INC,PV,PC+EMPS,40000,2016,8,20,2016,8,20,2016,8,20,10,10,18,42,28,N+E,Hammam Meskhoutine 53,7.356,36.536
HAMMAM DEBAGH,ROKNIA,AIN LEGSAB,2016-08-20 00:00:00,1899-12-31 14:15:00,2016-08-20 00:00:00,1899-12-31 15:00:00,2016-08-20 00:00:00,1899-12-31 18:30:00,MAQ,0,1.5,0,1.5,INC,BM,EMPS,30000,2016,8,20,2016,8,20,2016,8,20,14,15,18,42,28,N+E,Hammam Meskhoutine 53,7.356,36.536
GUELAAT BOU SBAA,NECHMAYA,OULED CHIHA,2016-08-20 00:00:00,1899-12-31 12:45:00,2016-08-20 00:00:00,1899-12-31 13:00:00,2016-08-20 00:00:00,1899-12-31 17:15:00,MAQ,0,3,0,3,INC,PV,PC+EMPS,60000,2016,8,20,2016,8,20,2016,8,20,12,13,17,42,28,N+E,Azzaba EST NJ-32-II-3,7.512,36.612
HAMMAM DEBAGH,BOUHAMDANE,DJ BOUARBID,2016-08-25 00:00:00,1899-12-31 18:10:00,2016-08-25 00:00:00,1899-12-31 18:20:00,2016-08-26 00:00:00,1899-12-31 17:00:00,CZ,6,0,0,6,INC,BM,PC+EMPS,2400000,2016,8,25,2016,8,25,2016,8,26,18,18,17,34,29,N+E,Hammam Meskhoutine 53,7.311,36.362
BOUCHEGOUF,BOUCHEGOUF,BENI SALAH,2016-08-29 00:00:00,1899-12-31 12:30:00,2016-08-29 00:00:00,1899-12-31 14:00:00,2016-08-30 00:00:00,1899-12-31 07:00:00,CL+MAQ,3,9,0,12,INC,BM,PC,1380000,2016,8,29,2016,8,29,2016,8,30,12,14,7,40,24,N+E,Google Earth,7.728,36.468
HAMMAM N'BAIL,HAMMAM N'BAILS,SFAHLI,2016-09-05 00:00:00,1899-12-31 10:00:00,2016-09-05 00:00:00,1899-12-31 10:15:00,2016-09-05 00:00:00,1899-12-31 12:15:00,CL,2,0,0,2,INC,PV,PC,800000,2016,9,5,2016,9,5,2016,9,5,10,10,12,38,29,N+E,Google Earth,7.122,36.334
BOUCHEGOUF,OUED FRAGHA,SIDI REZIK,2016-09-05 00:00:00,1899-12-31 15:10:00,2016-09-05 00:00:00,1899-12-31 15:40:00,2016-09-05 00:00:00,1899-12-31 18:45:00,BRS,0,0,5,5,INC,BM,PC,50000,2016,9,5,2016,9,5,2016,9,5,15,15,18,38,29,N+E,Google Earth,7.801,36.548
HAMMAM DEBAGH,BOUHAMDANE,BENI MELLOUL,2016-09-13 00:00:00,1899-12-31 10:40:00,2016-09-13 00:00:00,1899-12-31 11:10:00,2016-09-13 00:00:00,1899-12-31 13:05:00,BRS,0,0,0.5,0.5,INC,BM,PC+EMPS,5000,2016,9,13,2016,9,13,2016,9,13,10,11,13,37,26,N+E,Hammam Meskhoutine 53,7.311,36.362
OUED ZENATI,BORDJ SABAT,EL MERIDJ,2016-09-13 00:00:00,1899-12-31 14:30:00,2016-09-13 00:00:00,1899-12-31 14:45:00,2016-09-13 00:00:00,1899-12-31 18:33:00,BRS,0,0,7,7,INC,BM,PC+DW+EMPS,70000,2016,9,13,2016,9,13,2016,9,13,14,14,18,37,26,N+E,Oued Zenati 75,7.318,36.329
HAMMAM DEBAGH,BOUHAMDANE,DJ MARMOURA,2016-10-13 00:00:00,1899-12-31 13:40:00,2016-10-13 00:00:00,1899-12-31 14:00:00,2016-10-13 00:00:00,1899-12-31 15:50:00,CL,2,0,0,2,INC,BM,PC,800000,2016,10,13,2016,10,13,2016,10,13,13,14,15,37,26,N+E,Hammam Meskhoutine 53,7.311,36.362
AIN HESSAINIA,SELLAOUA ANNOUNA,DJ LEZREG,2016-10-24 00:00:00,1899-12-31 14:30:00,2016-10-24 00:00:00,1899-12-31 14:45:00,2016-10-24 00:00:00,1899-12-31 18:30:00,CL+BRS,1,0,4,5,INC,PV,PC+EMPS,440000,2016,10,24,2016,10,24,2016,10,24,14,14,18,37,29,N+E,Oued Zenati 75,7.188,36.401
HELIOPOLIS,BOUATI MAHMOUD,MECHTAT GUERARA,2017-06-17 00:00:00,1899-12-31 16:00:00,2017-06-17 00:00:00,1899-12-31 16:15:00,2017-06-17 00:00:00,1899-12-31 17:12:00,BRS,0,0.5,0,0.5,INC,PV,PC,100000,2017,6,17,2017,6,17,2017,6,17,16,16,17,34,34,N+E,Azzaba EST NJ-32-II-3,7.601,36.412
KHEZARA,AIN SANDEL,EL MEKHALFA,2017-07-07 00:00:00,1899-12-31 13:00:00,2017-07-07 00:00:00,1899-12-31 13:20:00,2017-07-07 00:00:00,1899-12-31 17:45:00,MAQ,4,0,0,4,INC,PV,PC+DW+EMPS,800000,2017,7,7,2017,7,7,2017,7,7,13,13,17,41,24,S+O,Souk Ahras OUEST NJ-32-II-6,7.145,36.345
